title,body,image,url
@jocoding,"최신 파이썬 기초 - 2강 파이썬 프로그래밍의 기초, 자료형 (1) | 2023 점프 투 파이썬",https://img.youtube.com/vi/zAkAZjmnS3c/0.jpg,https://www.youtube.com/watch?v=zAkAZjmnS3c
@zuyoni1,삼성 갤럭시북 4 프로 14인치 살 바에는... 사기전에 꼭 보세요 + 해체쑈!,https://img.youtube.com/vi/0AxmO8YmJ5I/0.jpg,https://www.youtube.com/watch?v=0AxmO8YmJ5I
@zuyoni1,노트북 인생 난제! 맥북 vs 윈도우 차이점 뇌에 때려박아(?)드림 [뇌절테크 2화],https://img.youtube.com/vi/TQSsxSwTPJs/0.jpg,https://www.youtube.com/watch?v=TQSsxSwTPJs
@zuyoni1,유튜브 프리미엄 구독료 미친듯한 인상... 다들 인도로 이민 가겠군요...(싸게 구독하는 방법),https://img.youtube.com/vi/cA-6mly2Hzs/0.jpg,https://www.youtube.com/watch?v=cA-6mly2Hzs
@zuyoni1,최초의 경기도권 애플스토어! 애플 하남 다녀왔습니다ㅋㅋㅋ 하남에서만 받을 수 있는 기념품?!,https://img.youtube.com/vi/CdYBv7jSwoM/0.jpg,https://www.youtube.com/watch?v=CdYBv7jSwoM
@zuyoni1,해외에서 킹갓성비로 불리는 갤럭시S23 FE? 3년만에 돌아온 이유🔥 정부의 통신비 완화 정책이 여기서 왜 나와..?,https://img.youtube.com/vi/3a81wEDx4Kw/0.jpg,https://www.youtube.com/watch?v=3a81wEDx4Kw
@zuyoni1,다음은 유튜브가 될수도? 트위치 한국 철수/ 망사용료? 아마존? 네이버 게임 스트리밍 이슈 총정리! (ft.스트리머 장지수),https://img.youtube.com/vi/l9K6JQ-HxII/0.jpg,https://www.youtube.com/watch?v=l9K6JQ-HxII
@zuyoni1,가성비 무선청소기 아무거나 사면 안되는 이유(청소기 고르는 🍯꿀팁 알려드림) [자취의 주연 1화],https://img.youtube.com/vi/mCZGjRclDSE/0.jpg,https://www.youtube.com/watch?v=mCZGjRclDSE
@zuyoni1,다X슨 사놓고 안 뜯은 이유. 국산 드라이기 여기까지 왔다고? (구독자이벤트🎁),https://img.youtube.com/vi/oNN5HboudUg/0.jpg,https://www.youtube.com/watch?v=oNN5HboudUg
@zuyoni1,이것이 249만원 명품 갤럭시..?👀 갤럭시Z플립5 X 메종 마르지엘라 에디션 언박싱!,https://img.youtube.com/vi/7tq6oH2MuuU/0.jpg,https://www.youtube.com/watch?v=7tq6oH2MuuU
@zuyoni1,너무 달라져서 깜짝 놀랐습니다 ㄷㄷ;; 갤럭시 업데이트 하세요! One UI 6.0 총정리,https://img.youtube.com/vi/gwMHc1zwWvw/0.jpg,https://www.youtube.com/watch?v=gwMHc1zwWvw
@zuyoni1,완전히 바뀝니다ㄷㄷ 갤럭시S24에 탑재될 New 인공지능 ‘가우스’ 정체… 쉽게 정리해 봄,https://img.youtube.com/vi/gKcKfMK0Oos/0.jpg,https://www.youtube.com/watch?v=gKcKfMK0Oos
